Timestamp,AccX_G,AccY_G,AccZ_G,GyroX_DPS,GyroY_DPS,GyroZ_DPS,Lat,Lon,Altitude,Sats,PlantStat
7435,0.2278,-0.0588,1.0349,-1.70,2.50,0.08,0.0,0.0,0.0,0,0
7535,0.2229,-0.0647,1.0317,-1.69,2.76,0.15,0.0,0.0,0.0,0,0
7635,0.2312,-0.0549,1.0349,-1.73,2.55,-0.09,0.0,0.0,0.0,0,0
7735,0.2241,-0.0706,1.0488,-1.64,3.13,-0.07,0.0,0.0,0.0,0,0
7835,0.2339,-0.0571,1.0344,-1.69,2.72,0.06,0.0,0.0,0.0,0,0
7936,0.2217,-0.0603,1.0325,-1.76,2.72,0.06,0.0,0.0,0.0,0,0
8036,0.2285,-0.0566,1.0334,-1.77,2.74,-0.07,0.0,0.0,0.0,0,0
8136,0.2241,-0.0632,1.0332,-1.63,2.86,0.01,0.0,0.0,0.0,0,0
125,0.2302,-0.0581,1.0305,-1.73,2.77,0.11,0.0,0.0,0.0,0,0
225,0.2234,-0.0647,1.0337,-1.76,2.66,-0.05,0.0,0.0,0.0,0,0
325,0.2244,-0.0583,1.0310,-1.58,2.76,0.15,0.0,0.0,0.0,0,0
425,0.2256,-0.0627,1.0312,-1.76,2.57,-0.01,0.0,0.0,0.0,0,0
525,0.2222,-0.0603,1.0308,-1.76,2.73,-0.07,0.0,0.0,0.0,0,0
662,0.2266,-0.0593,1.0300,-1.60,2.79,-0.05,0.0,0.0,0.0,0,0
762,0.2214,-0.0635,1.0352,-1.69,2.73,-0.13,0.0,0.0,0.0,0,0
862,0.2246,-0.0593,1.0322,-1.63,2.60,-0.08,0.0,0.0,0.0,0,0
962,0.2227,-0.0605,1.0310,-1.66,2.69,0.05,0.0,0.0,0.0,0,0
1062,0.2258,-0.0642,1.0320,-1.56,2.55,0.04,0.0,0.0,0.0,0,0
1162,0.2253,-0.0615,1.0320,-1.79,2.64,-0.15,0.0,0.0,0.0,0,0
1262,0.2256,-0.0615,1.0300,-1.75,2.63,0.00,0.0,0.0,0.0,0,0
1362,0.2241,-0.0623,1.0359,-1.68,2.66,-0.05,0.0,0.0,0.0,0,0
1462,0.2271,-0.0632,1.0303,-1.60,2.79,0.08,0.0,0.0,0.0,0,0
1562,0.2273,-0.0586,1.0278,-1.67,2.85,0.06,0.0,0.0,0.0,0,0
1689,0.2253,-0.0615,1.0298,-1.79,2.69,0.20,0.0,0.0,0.0,0,0
1789,0.2283,-0.0598,1.0291,-1.68,2.66,0.04,0.0,0.0,0.0,0,0
1889,0.2256,-0.0679,1.0327,-1.63,2.68,0.05,0.0,0.0,0.0,0,0
1989,0.2261,-0.0608,1.0320,-1.77,2.69,0.09,0.0,0.0,0.0,0,0
2089,0.2236,-0.0635,1.0315,-1.71,2.41,0.05,0.0,0.0,0.0,0,0
2189,0.2271,-0.0615,1.0312,-1.60,2.91,-0.06,0.0,0.0,0.0,0,0
2289,0.2271,-0.0586,1.0312,-1.62,2.62,0.12,0.0,0.0,0.0,0,0
